reference,type,merged,len,text,note
여호수아 1:8,교훈,,88,이 율법책을 네 입에서 떠나지 말게 하며 주야로 그것을 묵상하여 그 가운데 기록한대로 다 지켜 행하라! 그리하면 네 길이 평탄하게 될 것이라 네가 형통하리라!,'주야로 그것을 묵상하여'
여호수아 1:9,위안,,84,내가 네게 명한 것이 아니냐? 마음을 강하게 하고 담대히 하라! 두려워 말며 놀라지 말라! 네가 어디로 가든지 네 하나님 여호와가 너와 함께 하느니라!,'네가 어디로 가든지 네 하나님 여호와가 너와 함께 하느니라'
사무엘상 12:24,교훈,,65,너희는 여호와께서 너희를 위하여 행하신 그 큰 일을 생각하여 오직 그를 경외하며 너희의 마음을 다하여 진실히 섬기라!,'너희의 마음을 다하여 진실히 섬기라'
역대상 16:11,교훈,,31,여호와와 그 능력을 구할지어다 그 얼굴을 항상 구할지어다,'여호와와 그 능력을 구할지어다'
역대하 7:14,교훈,,82,내 이름으로 일컫는 내 백성이 그 악한 길에서 떠나 스스로 겸비하고 기도하여 내 얼굴을 구하면 내가 하늘에서 듣고 그 죄를 사하고 그 땅을 고칠지라,'스스로 겸비하고 기도하여 내 얼굴을 구하면'
