reference,type,merged,len,text,note
예레미야 9:23b,교훈,·하반절,54,지혜로운 자는 그 지혜를 자랑치 말라 용사는 그 용맹을 자랑치 말라 부자는 그 부함을 자랑치 말라,'지혜로운 자는 그 지혜를 자랑치 말라'
예레미야 17:7,위안,,42,그러나 무릇 여호와를 의지하며 여호와를 의뢰하는 그 사람은 복을 받을 것이라,'여호와를 의뢰하는 그 사람은 복을 받을 것이라'
예레미야 22:3b,교훈,·하반절,87,너희가 공평과 정의를 행하여 탈취 당한 자를 압박하는 자의 손에서 건지고 이방인과 고아와 과부를 압박하거나 학대하지 말며 이 곳에서 무죄한 피를 흘리지 말라,'이방인과 고아와 과부를 압박하거나 학대하지 말며'
예레미야 29:11,위안,,69,나 여호와가 말하노라 너희를 향한 나의 생각은 내가 아나니 재앙이 아니라 곧 평안이요 너희 장래에 소망을 주려 하는 생각이라,'재앙이 아니라 곧 평안이요 너희 장래에 소망을 주려 하는'
예레미야 29:13,위안,,27,너희가 전심으로 나를 찾고 찾으면 나를 만나리라!,'전심으로 나를 찾고 찾으면 나를 만나리라'
예레미야 33:3,위안,,52,너는 내게 부르짖으라! 내가 네게 응답하겠고 네가 알지 못하는 크고 비밀한 일을 네게 보이리라,'너는 내게 부르짖으라 내가 네게 응답하겠고'
다니엘 12:3,교훈,,63,지혜 있는 자는 궁창의 빛과 같이 빛날 것이요 많은 사람을 옳은데로 돌아오게 한 자는 별과 같이 영원토록 비취리라,'지혜 있는 자는 궁창의 빛과 같이 빛날 것이요'
에스겔 18:32,교훈,,57,나 주 여호와가 말하노라 죽는 자의 죽는 것은 내가 기뻐하지 아니하노니 너희는 스스로 돌이키고 살지니라,'죽는 자의 죽는 것은 내가 기뻐하지 아니하노니'
